Exposure_ID,Counterparty_ID,Product_Type,OBS_Category,Exposure_Amount,CCF_Category,Risk_Weight_Applied,Structuring_Strategy,Collateral_Type,Collateral_Value,Guarantee_Provider,Netting_Agreement,CCF_Source,Basel_Asset_Class,Internal_Rating,Currency,Jurisdiction,Maturity_Months,Reporting_Date,Regulatory_CCF_Applied,EAD,RWA
986,547,Guarantee,Other OBS,263981,20%,1.0,Collateralized,Securities,772291,None,Yes,Standardized,Bank,AAA,EUR,Germany,5,2021-07-14,0.2,52796.200000000004,52796.200000000004
987,253,Derivative,Derivative Exposure,315888,75%,0.75,Netting,Property,368946,Corporate Guarantee,No,Standardized,Bank,BBB,USD,UK,63,2025-01-18,0.75,236916.0,177687.0
988,390,Securitization,Other OBS,830926,75%,1.0,Netting,Property,626701,Corporate Guarantee,No,Internal Model,Retail,AAA,GBP,Greece,99,2021-03-15,0.75,623194.5,623194.5
989,594,Derivative,Derivative Exposure,337139,75%,0.5,Netting,None,51012,Sovereign Guarantee,Yes,Standardized,Retail,AA,GBP,UK,36,2024-04-24,0.75,252854.25,126427.125
990,883,Derivative,Derivative Exposure,1770913,20%,0.2,Collateralized,None,130193,None,No,Standardized,Sovereign,BBB,USD,UK,65,2025-03-13,0.2,354182.60000000003,70836.52
991,256,Guarantee,Derivative Exposure,1851874,20%,0.5,Guarantee-Enhanced,Securities,976809,None,No,Internal Model,Bank,AAA,EUR,UK,78,2022-03-02,0.2,370374.80000000005,185187.40000000002
992,709,Guarantee,Derivative Exposure,608830,100%,0.5,Collateralized,Securities,218168,Sovereign Guarantee,Yes,Internal Model,Sovereign,BBB,USD,Cyprus,73,2024-10-27,1.0,608830.0,304415.0
993,815,Guarantee,Other OBS,60651,75%,0.2,Unstructured,Property,148178,Corporate Guarantee,Yes,Standardized,Corporate,A,GBP,UK,94,2025-06-14,0.75,45488.25,9097.65
994,921,Commitment,Derivative Exposure,1197815,100%,0.75,Collateralized,None,58123,Sovereign Guarantee,Yes,Standardized,Sovereign,AAA,EUR,Germany,24,2023-02-05,1.0,1197815.0,898361.25
995,450,Trade Finance,Derivative Exposure,915363,75%,0.2,Unstructured,Securities,111825,None,Yes,Standardized,Corporate,CCC,USD,Germany,4,2023-06-22,0.75,686522.25,137304.45
996,10,Commitment,Performance Guarantee,1849280,50%,0.5,Guarantee-Enhanced,Securities,533008,Sovereign Guarantee,No,Standardized,Corporate,CCC,GBP,Greece,114,2023-07-02,0.5,924640.0,462320.0
997,824,Trade Finance,Undrawn Commitment,938544,75%,0.5,Netting,Cash,168733,None,No,Internal Model,Sovereign,B,USD,Germany,78,2020-02-02,0.75,703908.0,351954.0
998,798,Trade Finance,Undrawn Commitment,1901723,100%,0.75,Netting,Securities,770391,Corporate Guarantee,Yes,Standardized,Bank,AA,EUR,UK,89,2022-11-12,1.0,1901723.0,1426292.25
999,242,Derivative,Performance Guarantee,487625,50%,0.2,Collateralized,Property,224970,None,Yes,Standardized,Corporate,BBB,EUR,UK,68,2022-04-24,0.5,243812.5,48762.5
1000,251,Derivative,Performance Guarantee,1253954,75%,0.5,Netting,None,224866,Corporate Guarantee,No,Internal Model,Bank,B,EUR,Germany,25,2021-07-19,0.75,940465.5,470232.75
